category,item_idx,text,fragmentation,frequency_score,lf_score,z_fragmentation,z_frequency,peak_layer
idiom,0,Let 's give her the benefit of the doubt and assume that she is right .,1.0,95.67086215886428,1.0823370700741277,-0.8190593351766762,0.2632777348974515,1
idiom,1,The management was given a ballpark figure at the very beginning of the presentation .,1.5,94.82994952508426,0.5291631893101612,-0.3589228320725915,0.17024035723756964,1
idiom,2,I am really happy with the new job and I mean that from the bottom of my heart .,1.0,98.98259986131492,1.4487430187496129,-0.8190593351766762,0.6296836835729367,1
idiom,3,The turning point in the story came when the protagonist lost his sister in a car accident .,1.5,99.71832954368311,1.0700066011768632,-0.3589228320725915,0.7110837691042717,1
idiom,4,"When it comes to weaker students , the teacher goes the extra mile to help them understand .",1.5,97.62259921626809,0.8381379787867926,-0.3589228320725915,0.4792151467142012,1
idiom,5,"I heard you had a special date with Tom yesterday ; so did he pop the question , then ?",1.0,98.4290421591868,1.3874981819846766,-0.8190593351766762,0.5684388468080005,1
idiom,6,"I appreciate the fact that you have a sense of humour , but we need to be serious now .",1.0,93.56356130363967,0.8491883009455008,-0.8190593351766762,0.030128965768824626,1
idiom,7,"The client has been given a commitment , we can not turn back on the project now even if it means wo",1.0,99.74077179855186,1.5326260834370316,-0.8190593351766762,0.7135667482603555,1
idiom,8,Losing that job turned out to be a blessing in disguise for him as it forced him to plunge into busi,1.6666666666666667,94.82890132395866,0.37566838346059206,-0.2055439977045632,0.17012438575602884,1
idiom,9,The teacher had asked the student to be quiet several times but he was still talking and She got ang,1.0,99.00291883698054,1.4509910813148834,-0.8190593351766762,0.6319317461382074,1
idiom,10,You will go on a date with my sister over my dead body !,1.0,98.69203313390635,1.4165951293407124,-0.8190593351766762,0.5975357941640361,1
idiom,11,"If it 's the tough time in your life , it comes with many silver linings .",1.5,87.98680879198851,-0.22795216749312236,-0.3589228320725915,-0.5868749995657139,1
idiom,12,I have to keep slapping his wrist away from the cake or there will be nothing left for the party .,1.3333333333333333,96.11762429246424,0.8250085283105499,-0.5123016664406198,0.31270686186993013,1
idiom,13,"To make this project successful in the long run , they will need more partners .",1.0,98.74780280917902,1.4227654068842768,-0.8190593351766762,0.6037060717076006,1
idiom,14,The Mason 's let the cat out of the bag at the end minute and until then nobody at the party knew ab,1.0,98.18889659361513,1.360928818200706,-0.8190593351766762,0.5418694830240298,1
idiom,15,A do-or-die attempt to halt the invaders .,4.0,96.89037025688991,-1.5435573072528932,1.9417596834478317,0.39820237619493853,1
idiom,16,"He has always been so nice , talk about the call of the wild !",1.0,99.03283288448823,1.454300728980418,-0.8190593351766762,0.6352413938037418,1
idiom,17,Do n't try to explain the technicalities of how this machine works ; it would be all Greek to me .,1.0,96.40104175065713,1.1631231014788368,-0.8190593351766762,0.34406376630216057,1
idiom,18,"When my dad finds out that I have lost the mobile phone , I am as dead as a dodo !",1.2,99.15881859670058,1.2841850077317756,-0.6350047339350423,0.6491802737967332,1
idiom,19,The life of the royal family is a bed of roses in United Kingdom of Great Britain .,1.0,91.4867254734375,0.6194101388509118,-0.8190593351766762,-0.1996491963257644,1
